type,name,x,y,pitch
agv,AGV85,45,43,270
agv,AGV86,46,43,270
agv,AGV87,47,43,270
agv,AGV88,48,43,270
agv,AGV89,49,43,270
agv,AGV90,50,43,270
agv,AGV91,51,43,270
agv,AGV92,52,43,270
agv,AGV93,53,43,270
agv,AGV94,54,43,270
agv,AGV95,55,43,270
agv,AGV96,56,43,270
agv,AGV97,57,43,270
agv,AGV98,58,43,270
agv,AGV99,59,43,270
agv,AGV100,60,43,270
