type,name,x,y,pitch
agv,AGV85,45,3,90
agv,AGV86,46,3,90
agv,AGV87,47,3,90
agv,AGV88,48,3,90
agv,AGV89,49,3,90
agv,AGV90,50,3,90
agv,AGV91,51,3,90
agv,AGV92,52,3,90
agv,AGV93,53,3,90
agv,AGV94,54,3,90
agv,AGV95,55,3,90
agv,AGV96,56,3,90
agv,AGV97,57,3,90
agv,AGV98,58,3,90
agv,AGV99,59,3,90
agv,AGV100,60,3,90
agv,AGV101,11,5,90
agv,AGV102,12,5,90
agv,AGV103,13,5,90
agv,AGV104,14,5,90
agv,AGV105,15,5,90
agv,AGV106,16,5,90
agv,AGV107,17,5,90
agv,AGV108,18,5,90
agv,AGV109,19,5,90
agv,AGV110,20,5,90
agv,AGV111,21,5,90
agv,AGV112,22,5,90
agv,AGV113,23,5,90
agv,AGV114,24,5,90
agv,AGV115,25,5,90
agv,AGV116,26,5,90
agv,AGV117,27,5,90
agv,AGV118,28,5,90
agv,AGV119,29,5,90
agv,AGV120,30,5,90
agv,AGV121,31,5,90
agv,AGV122,32,5,90
agv,AGV123,33,5,90
agv,AGV124,34,5,90
agv,AGV125,35,5,90
agv,AGV126,36,5,90
agv,AGV127,37,5,90
agv,AGV128,38,5,90
agv,AGV129,39,5,90
agv,AGV130,40,5,90
agv,AGV131,41,5,90
agv,AGV132,42,5,90
agv,AGV133,43,5,90
agv,AGV134,44,5,90
agv,AGV135,45,5,90
agv,AGV136,46,5,90
agv,AGV137,47,5,90
agv,AGV138,48,5,90
agv,AGV139,49,5,90
agv,AGV140,50,5,90
agv,AGV141,51,5,90
agv,AGV142,52,5,90
agv,AGV143,53,5,90
agv,AGV144,54,5,90
agv,AGV145,55,5,90
agv,AGV146,56,5,90
agv,AGV147,57,5,90
agv,AGV148,58,5,90
agv,AGV149,59,5,90
agv,AGV150,60,5,90
agv,AGV151,11,39,270
agv,AGV152,12,39,270
agv,AGV153,13,39,270
agv,AGV154,14,39,270
agv,AGV155,15,39,270
agv,AGV156,16,39,270
agv,AGV157,17,39,270
agv,AGV158,18,39,270
agv,AGV159,19,39,270
agv,AGV160,20,39,270
agv,AGV161,21,39,270
agv,AGV162,22,39,270
agv,AGV163,23,39,270
agv,AGV164,24,39,270
agv,AGV165,25,39,270
agv,AGV166,26,39,270
agv,AGV167,27,39,270
agv,AGV168,28,39,270
agv,AGV169,29,39,270
agv,AGV170,30,39,270
agv,AGV171,31,39,270
agv,AGV172,32,39,270
agv,AGV173,33,39,270
agv,AGV174,34,39,270
agv,AGV175,35,39,270
agv,AGV176,36,39,270
agv,AGV177,37,39,270
agv,AGV178,38,39,270
agv,AGV179,39,39,270
agv,AGV180,40,39,270
agv,AGV181,41,39,270
agv,AGV182,42,39,270
agv,AGV183,43,39,270
agv,AGV184,44,39,270
agv,AGV185,45,39,270
agv,AGV186,46,39,270
agv,AGV187,47,39,270
agv,AGV188,48,39,270
agv,AGV189,49,39,270
agv,AGV190,50,39,270
agv,AGV191,51,39,270
agv,AGV192,52,39,270
agv,AGV193,53,39,270
agv,AGV194,54,39,270
agv,AGV195,55,39,270
agv,AGV196,56,39,270
agv,AGV197,57,39,270
agv,AGV198,58,39,270
agv,AGV199,59,39,270
agv,AGV200,60,39,270
agv,AGV201,11,41,270
agv,AGV202,12,41,270
agv,AGV203,13,41,270
agv,AGV204,14,41,270
agv,AGV205,15,41,270
agv,AGV206,16,41,270
agv,AGV207,17,41,270
agv,AGV208,18,41,270
agv,AGV209,19,41,270
agv,AGV210,20,41,270
agv,AGV211,21,41,270
agv,AGV212,22,41,270
agv,AGV213,23,41,270
agv,AGV214,24,41,270
agv,AGV215,25,41,270
agv,AGV216,26,41,270
agv,AGV217,27,41,270
agv,AGV218,28,41,270
agv,AGV219,29,41,270
agv,AGV220,30,41,270
agv,AGV221,31,41,270
agv,AGV222,32,41,270
agv,AGV223,33,41,270
agv,AGV224,34,41,270
agv,AGV225,35,41,270
agv,AGV226,36,41,270
agv,AGV227,37,41,270
agv,AGV228,38,41,270
agv,AGV229,39,41,270
agv,AGV230,40,41,270
agv,AGV231,41,41,270
agv,AGV232,42,41,270
agv,AGV233,43,41,270
agv,AGV234,44,41,270
agv,AGV235,45,41,270
agv,AGV236,46,41,270
agv,AGV237,47,41,270
agv,AGV238,48,41,270
agv,AGV239,49,41,270
agv,AGV240,50,41,270
agv,AGV241,51,41,270
agv,AGV242,52,41,270
agv,AGV243,53,41,270
agv,AGV244,54,41,270
agv,AGV245,55,41,270
agv,AGV246,56,41,270
agv,AGV247,57,41,270
agv,AGV248,58,41,270
agv,AGV249,59,41,270
agv,AGV250,60,41,270
agv,AGV251,11,43,270
agv,AGV252,12,43,270
agv,AGV253,13,43,270
agv,AGV254,14,43,270
agv,AGV255,15,43,270
agv,AGV256,16,43,270
agv,AGV257,17,43,270
agv,AGV258,18,43,270
agv,AGV259,19,43,270
agv,AGV260,20,43,270
agv,AGV261,21,43,270
agv,AGV262,22,43,270
agv,AGV263,23,43,270
agv,AGV264,24,43,270
agv,AGV265,25,43,270
agv,AGV266,26,43,270
agv,AGV267,27,43,270
agv,AGV268,28,43,270
agv,AGV269,29,43,270
agv,AGV270,30,43,270
agv,AGV271,31,43,270
agv,AGV272,32,43,270
agv,AGV273,33,43,270
agv,AGV274,34,43,270
agv,AGV275,35,43,270
agv,AGV276,36,43,270
agv,AGV277,37,43,270
agv,AGV278,38,43,270
agv,AGV279,39,43,270
agv,AGV280,40,43,270
agv,AGV281,41,43,270
agv,AGV282,42,43,270
agv,AGV283,43,43,270
agv,AGV284,44,43,270
agv,AGV285,45,43,270
agv,AGV286,46,43,270
agv,AGV287,47,43,270
agv,AGV288,48,43,270
agv,AGV289,49,43,270
agv,AGV290,50,43,270
agv,AGV291,51,43,270
agv,AGV292,52,43,270
agv,AGV293,53,43,270
agv,AGV294,54,43,270
agv,AGV295,55,43,270
agv,AGV296,56,43,270
agv,AGV297,57,43,270
agv,AGV298,58,43,270
agv,AGV299,59,43,270
agv,AGV300,60,43,270
